run,sigOBS,sigPRO,muEI1,muI1S1,muI1I2,muI2S2,muS2S1,rho,bT,q,c,delta,S1_0,S2_0,E_0,I1_0,I2_0,K_0,F_0,loglik,loglik.se
14,0.302898942,0.437028761,29.70725679,9.233173207,11.46791906,2.7308,1.308154743,0.74852203,0.40156929,0.917959465,0.129923136,0.02,0.302827423,0.035546632,0.002730919,0.001354955,0.65754007,0.317341191,0.160877114,-386.8587964,0.471714238
20,0.701434425,0.162985838,46.90653319,0.558245403,0.475222775,2.4946,0.17694215,0.802449733,0.869297839,0.1547587,0.043718817,0.02,0.596894006,0.003895558,0.360844884,0.026356312,0.012009241,4.969054036,0.100108364,-386.8714146,0.057536418
11,0.306676834,0.45061847,32.83624276,8.209686093,7.007421288,2.3133,0.847736943,0.773848299,0.48931526,0.926060159,0.703281206,0.02,0.080996587,0.355787261,0.002759329,0.006388527,0.554068296,0.041409209,0.683466011,-387.2989062,0.223382152
24,0.450169613,0.363937754,46.32313011,6.325785319,20.9212122,2.4334,0.71273266,0.889529137,0.816349796,0.984656622,0.78471601,0.02,0.473859544,0.060201613,0.00332575,0.001691158,0.460921934,0.072753478,0.159009367,-387.3314081,0.148562102
4,0.215509503,0.477046807,57.498007,6.164443543,66.17697475,2.8234,2.152560857,0.97609466,0.677711054,0.616373782,0.02628645,0.02,0.124154799,0.00165027,0.000653527,0.802609462,0.070931942,0.047382291,0.181309334,-387.5400068,0.274212778
11,0.452765765,0.395435543,29.11779844,10.10051263,9.097493234,2.3133,1.595232865,0.894637814,0.585750027,0.945173724,0.468046305,0.02,0.377504323,0.237342273,0.001990611,0.373459033,0.009703761,0.093830804,0.160457206,-387.6037376,0.117467318
4,0.342227019,0.446698386,35.91343672,7.382392494,18.21852788,2.8234,1.143403127,0.686910217,0.613485587,0.924135353,0.160603868,0.02,0.099002921,0.122439874,0.00091761,0.003012496,0.774627097,0.218380395,0.295420636,-388.175335,0.52230407
21,0.437107769,0.396594485,34.80942103,6.511836007,5.997708849,2.9926,1.714311287,0.815235801,0.543144057,0.878159162,0.522664148,0.02,0.102688319,0.116067052,0.003074227,0.771796177,0.006374224,0.310922712,0.357047562,-388.5622784,0.125199128
14,0.444303816,0.321803106,27.436332,7.511763808,15.01960934,2.7308,1.247424933,0.948921522,0.376992221,0.870125469,0.070960378,0.02,0.115807712,0.061204999,0.002874733,0.044471275,0.775641281,0.308080427,0.149986614,-389.0278006,0.409885084
20,0.087671638,0.550568033,55.927956,4.557790161,8.936562288,2.4946,2.205966907,0.949682357,0.223868339,0.393579097,0.039526601,0.02,0.162949253,0.000701491,0.000464252,0.004657316,0.831227688,0.11949384,0.018438428,-389.8434023,0.417431647
4,0.323876913,0.479723721,58.93668952,3.028778247,7.680393572,2.8234,0.79159891,0.783499459,0.520097531,0.934948826,0.011251243,0.02,0.325340887,0.063713061,0.001563082,0.539757063,0.069625908,0.069111134,0.059444894,-390.0631643,0.354882397
28,0.05448577,0.539250437,36.80016037,11.77359315,10.01701743,1.2393,0.649789091,0.591401889,0.533475642,0.794724494,0.880907706,0.02,0.082122583,0.195153142,0.001518079,0.565548754,0.155657442,0.306521994,0.089154785,-390.4961381,0.584783873
21,0.795030953,0.034812698,37.12967846,73.27890773,7.336476443,2.9926,5.454667373,0.985683482,0.01501867,0.930588984,0.313591438,0.02,0.053493756,0.018275487,0.001453795,0.011764112,0.91501285,0.195819199,2.141155006,-390.7358466,0.028743668
4,0.234496236,0.45173595,36.94562591,7.018641709,13.40496001,2.8234,2.258445959,0.665291957,0.452879104,0.441982615,0.041808241,0.02,0.025061682,0.00063877,0.002582969,0.857273922,0.114442657,0.114717004,0.034508886,-392.6495145,0.429141432
24,0.601990403,0.3018062,49.93427861,7.188200938,12.8229074,2.4334,0.532186226,0.826854674,0.632181337,0.991473332,0.939399478,0.02,0.293311928,0.110099015,0.011215653,0.024349555,0.561023848,0.563804807,0.341222028,-392.6551074,0.198565753
20,0.546922605,0.340508229,51.76825342,1.393541517,6.897623737,2.4946,0.928597167,0.937572625,0.543752649,0.777261598,0.022806025,0.02,0.442350136,0.053183984,0.017013304,0.466658402,0.020794173,0.306457198,0.089993805,-393.7518291,0.086248071
20,0.522226533,0.387511595,51.37529765,1.972212312,6.784241813,2.4946,1.092018721,0.964328253,0.61317008,0.687754022,0.237524119,0.02,0.221008708,0.003976612,0.009791739,0.029416824,0.735806117,0.077738303,0.360775971,-394.4492168,0.11810959
4,0.625774993,0.340187318,39.1308973,5.245545619,20.32023077,2.8234,1.301910421,0.911211698,0.706079248,0.897874114,0.060322569,0.02,0.491440609,0.050994571,0.014616312,0.36078703,0.082161478,0.13608659,0.006929872,-396.2044841,0.170030543
21,0.538116074,0.357501349,36.42241744,4.569097749,5.057305058,2.9926,0.891966183,0.852162293,0.350330774,0.911131324,0.930860657,0.02,0.123553141,0.008724156,0.026628399,0.298362217,0.542732087,0.415549162,2.080381421,-396.3142221,0.213286558
20,0.60341032,0.359170832,43.38620742,2.314474913,4.402603056,2.4946,1.126234084,0.989005672,0.537609684,0.816071369,0.087430784,0.02,0.550712589,0.034603642,0.058107289,0.009984869,0.346591612,0.335901133,0.27111401,-397.6645479,0.132917093
16,0.512105878,0.501891143,27.60675747,5.795471278,18.58295639,0.3246,0.807620532,0.978538204,1.059363523,0.236967316,0.97873472,0.02,0.590612134,0.0111245,0.000507549,0.026992546,0.370763271,0.093668911,0.177071854,-397.6692967,0.43709151
20,0.626210804,0.280013976,61.889795,2.206842247,3.342508161,2.4946,0.70718205,0.867182063,0.454837794,0.907132331,0.781171276,0.02,0.453663659,0.035269045,0.498353411,0.006964192,0.005749693,0.419103084,0.287325978,-399.5866087,0.179595551
8,0.131195164,0.700124089,65.2074199,25.49334094,4.301731145,2.6045,17.19382715,0.155554711,0.111979003,0.668037907,0.137058118,0.02,0.12189643,0.132587006,0.001297581,0.259524679,0.484694303,0.232156605,0.439583919,-402.2793179,0.654648876
14,0.289326759,0.575750381,24.34264873,7.095955908,16.98273612,2.7308,7.514478228,0.489925033,0.818672338,0.270763427,0.039095784,0.02,0.342277794,0.551424704,0.001101851,0.002761479,0.102434172,0.268370736,0.079103174,-403.1013876,0.510486784
24,0.617850209,0.388459622,43.78715655,5.378872059,16.8645423,2.4334,0.8881475,0.962068721,0.628092273,0.877903824,0.838108478,0.02,0.262779888,0.71044976,0.003933833,0.021095619,0.0017409,5.666025259,0.149969362,-403.3116255,0.151681689
21,0.732754654,0.266421628,41.10225808,2.700047683,5.129500887,2.9926,0.911009806,0.969066863,0.442325394,0.840373078,0.454415477,0.02,0.026146275,0.02240467,0.856060065,0.082075712,0.013313278,0.116286914,3.963197177,-405.4910187,0.115104071
23,0.011550602,0.706584046,45.32894452,2.506229469,31.998187,2.7772,2.845226943,0.388056667,1.389150843,0.602065348,0.005975459,0.02,0.17912089,0.085519141,0.002440028,0.080910113,0.652009828,0.051793777,0.167555762,-405.7598587,1.148291479
8,0.322724656,0.430838581,58.38562796,34.81475279,7.199422271,2.6045,2.433073197,0.137214946,0.750680302,0.931195984,0.851524074,0.02,0.351928656,0.056942927,0.004584501,0.244113243,0.342430672,0.312905244,0.086820616,-407.6280949,0.984276278
28,0.006129959,0.768998075,30.79470773,10.80305746,5.066727718,1.2393,4.630896456,0.279416566,1.819182313,0.706786599,0.73425436,0.02,0.364179307,0.140681858,0.00247253,0.00377787,0.488888435,0.106917,0.595256815,-408.8137227,2.940168333
28,0.005193161,0.640655733,40.15597968,11.07663146,7.194242485,1.2393,1.537335525,0.231417979,1.031688546,0.736967618,0.520468727,0.02,0.313709249,0.551766679,0.004865173,0.121285404,0.008373495,0.469747992,0.154706507,-426.1995118,17.99992249
23,0.008346522,0.53006199,46.93700268,2.443444357,7.239340109,2.7772,1.9051413,0.880924279,0.921197704,0.829936739,0.010273377,0.02,0.114628687,0.003733029,0.194068201,0.077678651,0.609891432,0.040417827,0.041066393,-426.8094342,0.915000754
8,0.006684705,0.497574592,60.56230425,6.957420443,10.74413071,2.6045,1.306758393,0.733297471,0.29006069,0.893842703,0.496739837,0.02,0.698140264,0.032749156,0.136757099,0.039762177,0.092591304,0.248304686,0.194340978,-430.4425222,3.412177209
23,0.000894841,0.436613547,38.46078981,2.583660369,27.55991708,2.7772,1.382753877,0.921560154,0.146430215,0.807696616,0.012207022,0.02,0.498000727,0.096367263,0.01491946,0.182504236,0.208208315,0.030607417,0.024825699,-431.2328592,1.686622158
23,0.01381205,0.523845158,41.07236053,3.091890222,21.89843537,2.7772,1.841467344,0.640905214,0.485959481,0.538023031,0.01990975,0.02,0.477966992,0.018911845,0.10976591,0.063278228,0.330077025,0.058564562,0.261754258,-434.5881408,2.194451947
23,0.015485526,0.630976749,47.88508246,1.996035805,14.2083383,2.7772,1.679774594,0.462883016,0.310422206,0.853995836,0.003852127,0.02,0.242676187,0.035948576,0.408839709,0.012848035,0.299687493,0.102074651,0.318936577,-436.3956162,1.433931898
23,0.00892204,0.637917707,40.67281268,1.635860423,20.78525878,2.7772,5.749685487,0.628673314,0.128009156,0.282695308,0.036878271,0.02,0.189274413,0.012874128,0.111119716,0.011476491,0.675255251,0.232402914,0.282878867,-436.5356945,0.484517867
23,0.03991483,0.583692756,50.84228098,2.973321053,9.510775782,2.7772,0.766300139,0.59349774,0.288227245,0.606820721,0.313684878,0.02,0.327190441,0.001215228,0.507492837,0.010284466,0.153817028,0.07852524,0.076995623,-441.4181884,1.623064597
23,0.001162165,0.649938785,37.97108693,4.175340713,11.58345034,2.7772,3.662806744,0.484210406,-0.262942743,0.817064775,0.02423008,0.02,0.518422664,0.186664786,0.18128673,0.109134931,0.004490888,0.047111361,0.209894905,-445.1127535,0.511667807
23,0.003132984,0.543300699,40.53049894,4.235562514,15.78091555,2.7772,0.622252488,0.511347298,0.071180452,0.817465888,0.044714868,0.02,0.834255035,0.002140841,0.000869298,0.143961253,0.018773573,0.082246944,0.102491889,-462.9446177,2.612717983
23,0.022593519,0.604605778,50.6549049,4.726782569,5.854811431,2.7772,3.420557725,0.763155712,-0.294301935,0.039186342,0.045939739,0.02,0.215836375,0.0236835,0.221739053,0.000945292,0.537795781,0.09404821,0.521300094,-494.8909823,12.65941256
23,0.018511606,0.566159447,48.25338271,2.094153849,25.17008,2.7772,1.251684133,0.252459563,0.718638471,0.763796187,0.003198709,0.02,0.685176238,0.004907065,0.001669211,0.020194294,0.288053192,0.036554317,0.059319767,-501.3222526,19.26665216
23,0.021054894,0.471568023,49.92564103,2.003907462,11.64890222,2.7772,1.237668963,0.380382258,0.393491391,0.774554971,0.055892845,0.02,0.958907705,0.022008406,0.000629078,0.011103077,0.007351734,0.106706515,0.061470898,-552.1974075,97.59757187
,,,,,,,,,,,,,,,,,,,,,
IC 95%,0.000,0.000,0.048,0.037,0.034,0.003,0.006,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.000,0.001,0.001,0.002,0.001,0.060,0.017
Desv. Estand.,0.143,0.115,14.838,11.267,10.310,0.972,1.756,0.138,0.220,0.153,0.363,0.000,0.241,0.074,0.072,0.340,0.318,0.652,0.385,18.262,5.272
Tamaño,370.000,370.000,370.000,370.000,370.000,370.000,370.000,370.000,370.000,370.000,370.000,370.000,370.000,370.000,370.000,370.000,370.000,370.000,370.000,370.000,370.000
Mu + IC,0.315,0.243,34.329,3.035,13.213,0.322,0.017,0.988,0.683,0.923,0.083,0.020,0.645,0.001,0.001,0.033,0.324,0.055,0.008,-362.680,0.147
Mu - IC,0.314,0.242,34.232,2.962,13.146,0.316,0.005,0.987,0.682,0.922,0.081,0.020,0.643,0.000,0.000,0.031,0.322,0.050,0.005,-362.800,0.113
