run,sigOBS,sigPRO,muEI1,muI1S1,muI1I2,muI2S2,muS2S1,rho,bT,q,c,delta,S1_0,S2_0,E_0,I1_0,I2_0,K_0,F_0,loglik,loglik.se
6,0.366992278,0.303204407,33.10388482,10.82361857,15.11682942,0.6855,0.09537265,0.878992618,0.759637999,0.844633518,0.341959467,0.02,0.235699231,0.017925026,0.000982323,0.714255529,0.031137892,0.059971459,0.015779126,-369.3630762,0.357619239
19,0.133764275,0.333481592,71.82889637,2.949059629,3.163579218,0.7475,0.045411732,0.912933404,0.663151068,0.756946075,0.968258906,0.02,0.004136632,0.003216198,0.000191499,0.992446601,9.07E-06,0.172923334,0.00803062,-369.4263272,0.520535393
9,0.274038476,0.287369305,49.9726792,7.262595,3.822892383,0.8406,0.028705113,0.989334443,0.820460003,0.973785445,0.861196355,0.02,0.470506404,0.041465579,0.000196928,0.007530821,0.480300269,0.041031816,0.076131584,-369.4327081,0.119364815
18,0.574404703,0.111255095,50.05088177,1.682717846,5.385921561,0.3173,0.004840284,0.935548213,0.721229745,0.972073917,0.166446928,0.02,0.582093402,0.002480703,0.006470634,0.004987304,0.403967957,0.15658302,0.080371069,-369.5026157,0.024796885
10,0.420964445,0.249577241,20.88512034,4.277646247,5.786664277,0.9583,0.239835501,0.951338144,0.70488176,0.983700108,0.020541501,0.02,0.206763687,0.005230341,0.000458697,0.782182182,0.005365092,0.023989068,0.035377596,-369.5844822,0.151894754
25,0.33946417,0.27899797,25.67571446,9.823236962,13.85575838,0.868,0.095185475,0.975180109,0.789451811,0.973275166,0.52808238,0.02,0.468286979,0.002897707,0.000894207,0.008294315,0.519626793,0.106705159,0.123460469,-369.6072736,0.093203156
10,0.36606703,0.328835024,17.81178647,4.508861627,5.26861755,0.9583,0.304199678,0.990090222,0.905237847,0.905224297,0.057702626,0.02,0.018548764,0.004600493,0.000988488,0.971697683,0.004164572,0.014776918,0.272965517,-369.6277891,0.325715408
19,0.447887943,0.182081915,58.34747945,2.667000039,6.433737287,0.7475,0.008627963,0.980017843,0.656183939,0.946937257,0.985950838,0.02,0.387770302,0.003787265,0.00216222,0.605283442,0.000996771,0.049993953,0.082412454,-369.6982859,0.090532994
10,0.372950998,0.354079698,16.88081182,5.232951905,7.746781281,0.9583,0.218747904,0.99395308,0.908735455,0.911208116,0.156982188,0.02,0.087976132,0.001080407,0.00023132,0.902840668,0.007871472,0.056031897,0.154094448,-369.7286327,0.151330786
13,0.484863732,0.197118506,36.32943618,4.231847167,13.62637524,0.1083,0.003793794,0.76988981,0.675936074,0.955629314,0.901666112,0.02,0.569530446,0.000669171,0.001933936,0.42390321,0.003963236,0.174106829,0.020283449,-369.7458485,0.142218113
22,0.327662525,0.294671309,35.29230064,5.195010966,9.889084482,1.3623,0.204397404,0.972793401,0.811303228,0.986803345,0.711721142,0.02,0.157613745,0.017633586,0.001237375,0.822675384,0.00083991,0.022537336,0.011079772,-369.8787932,0.116170932
9,0.304103809,0.280331671,56.7630442,17.86687065,2.307946682,0.8406,0.439161628,0.875776071,0.775878728,0.978495686,0.138424477,0.02,0.380591626,0.006503938,0.000116579,0.014186455,0.598601401,0.046551045,0.046779089,-369.9586867,0.155699993
9,0.26989082,0.288864004,53.39463026,13.95603815,5.664064403,0.8406,0.176042506,0.991008077,0.619102241,0.988972808,0.269784537,0.02,0.050623562,0.008165021,9.16E-05,0.486532537,0.454587327,0.12147818,0.036306048,-369.987874,0.152287906
25,0.354724675,0.309618258,23.15333982,8.87610788,19.51350896,0.868,0.171771146,0.944131785,0.689563013,0.9928031,0.126667699,0.02,0.369453057,0.005073503,0.000325141,0.376415802,0.248732497,0.029372215,0.139819799,-370.0319164,0.080853302
10,0.424658121,0.305668703,16.1948917,3.167616099,3.673770788,0.9583,0.12201123,0.983588248,0.814208496,0.917064554,0.467942876,0.02,0.102499225,0.022484227,0.002499891,0.846345737,0.02617092,0.085398306,0.110182214,-370.0916068,0.228144446
9,0.297300433,0.279570049,62.67742279,12.56075443,3.159453828,0.8406,0.039810857,0.844141132,0.786165851,0.984952904,0.836150945,0.02,0.285099125,0.027859536,0.000428615,0.038173505,0.64843922,0.057001868,0.071502439,-370.0972101,0.194468967
1,0.227550251,0.30644486,47.10239949,1.354864419,6.107226279,1.6133,0.218318764,0.984340962,0.709455037,0.980352069,0.967699872,0.02,0.575251593,0.005834468,0.000435869,0.000222223,0.418255848,0.000192936,0.032251662,-370.1083065,0.522825196
10,0.319887361,0.365534093,17.86063867,5.163855399,8.492481857,0.9583,0.219966478,0.939753614,0.827867216,0.977540781,0.010938084,0.02,0.602779524,0.016378014,0.000410473,0.002069084,0.378362905,0.062468769,0.026340936,-370.1900857,0.316655316
22,0.286922756,0.284608964,34.40815438,3.934214739,6.620270797,1.3623,0.275602168,0.980848581,0.81197951,0.989026631,0.565339674,0.02,0.043028262,0.003218707,6.66E-05,0.949354221,0.004332164,0.077473404,0.127365307,-370.361063,0.390554996
16,0.405295616,0.268037611,29.42033272,11.3347405,12.80469885,0.3246,0.014736226,0.817852243,0.756669137,0.842653566,0.375769169,0.02,0.084224883,0.002021115,0.00110467,0.886657308,0.025992024,0.06566548,0.304545138,-370.4164651,0.153979334
1,0.149274496,0.299451443,60.02544583,4.414314102,13.36809948,1.6133,0.19253752,0.993827028,0.783184104,0.990886716,0.990115893,0.02,0.484408759,0.003141474,0.000374512,0.056078853,0.455996403,0.005379541,0.01616494,-370.4472565,0.271457418
10,0.393371522,0.314598476,16.74737432,4.72476314,6.710739181,0.9583,0.255995173,0.974341478,0.858762214,0.963364275,0.010032648,0.02,0.368941778,0.050494963,0.000555634,0.080812043,0.499195582,0.038465067,0.057958887,-370.5164424,0.113919557
3,0.412460428,0.34935876,12.98568563,8.677252368,11.72350845,0.4902,0.016202905,0.743769624,0.726970911,0.856991716,0.940283137,0.02,0.527775361,0.013301675,0.000540612,0.122263004,0.336119348,0.003771151,0.106442968,-370.7076411,0.106760218
9,0.165194432,0.329508973,71.81482231,17.72419402,3.713371266,0.8406,0.129740108,0.979889027,0.905169602,0.984594772,0.367415317,0.02,0.405817356,0.011954807,0.000432723,0.072867975,0.50892714,0.014574373,0.035985196,-370.7404396,0.151908907
22,0.247105964,0.354173585,34.95642028,4.730456437,10.29574758,1.3623,0.238926183,0.984963778,0.840044493,0.981455613,0.634835694,0.02,0.138385918,0.001630385,0.000294014,0.858480049,0.001209634,0.061445484,0.11595102,-370.9081389,0.157767082
25,0.354223969,0.331744675,19.83429284,8.638353622,8.153446989,0.868,0.125084578,0.939872686,0.622060901,0.832848611,0.559649093,0.02,0.042616082,0.000523626,0.000404611,0.954371993,0.002083688,0.007037643,0.115437636,-370.9683771,0.077045241
9,0.182655298,0.321367958,63.85907295,25.4514746,1.939194834,0.8406,0.317312163,0.992002644,0.765147627,0.934510547,0.339888433,0.02,0.086366341,0.010717606,0.00028582,0.390329144,0.512301088,0.064120414,0.06734522,-371.0853476,0.431921075
10,0.358676549,0.30419717,16.82318903,10.51255595,13.19295994,0.9583,0.276974987,0.931738897,0.827012872,0.847530241,0.239719062,0.02,0.462660548,0.020528811,0.000768605,0.039950218,0.476091818,0.055567104,0.051701724,-371.0906164,0.167264655
18,0.608694826,0.10110884,52.15596055,1.693998756,7.420709049,0.3173,0.004523772,0.812580173,0.697194088,0.986437998,0.881309548,0.02,0.665331006,0.002596739,0.00225118,0.008152132,0.321668942,0.111307987,0.115107296,-371.1709166,0.04361612
10,0.382964182,0.312021805,20.01149571,6.726280751,4.982532916,0.9583,0.310400676,0.960843085,0.697200368,0.941441937,0.06298885,0.02,0.474873149,0.029881665,0.000252095,0.064237362,0.430755728,0.031279574,0.039684309,-371.321916,0.0664064
22,0.281035994,0.306389143,38.59706715,9.541816727,9.96428218,1.3623,0.18437521,0.945202004,0.651479864,0.978191295,0.840017393,0.02,0.029604957,0.000880521,0.000567701,0.967551812,0.001395008,0.044580893,0.037443958,-371.5129376,0.294613682
10,0.377847948,0.368569743,15.85942869,4.534950895,8.698573217,0.9583,0.23757324,0.962016824,0.875895331,0.94238685,0.078869836,0.02,0.479330996,0.040679941,0.002020623,0.019629343,0.458339098,0.022112154,0.088226495,-371.5146684,0.1318932
22,0.274496713,0.313912063,34.01670328,4.427260838,6.32406185,1.3623,0.277352895,0.854919422,0.906964468,0.953327635,0.766723047,0.02,0.012144646,0.005951767,0.000935298,0.9777656,0.003202689,0.132034834,0.301398312,-371.5583765,0.170079678
10,0.344045128,0.374249084,14.89214149,6.475503609,5.168592124,0.9583,0.433164778,0.993693419,0.685124672,0.93820048,0.0348257,0.02,0.090600571,0.020827606,0.000331669,0.881518741,0.006721413,0.100088726,0.152970447,-371.5643883,0.208080001
22,0.286848269,0.320711982,33.98922979,11.03055707,21.86847439,1.3623,0.276301621,0.955534615,1.038785665,0.930925869,0.731218586,0.02,0.056420281,0.001808418,0.001148079,0.940438381,0.000184841,0.050035905,0.015280409,-371.7030133,0.1779904
5,0.327983573,0.280926679,39.90748336,55.30838265,4.532971867,2.589,6.370805056,0.866077536,0.118507242,0.853020173,0.118620236,0.02,0.022085901,0.012436675,0.000441573,0.003910802,0.961125049,0.301979262,1.128189016,-371.732565,0.151085925
25,0.501172312,0.193294758,30.5812734,10.73711604,20.37683657,0.868,0.167947427,0.921996015,0.838041326,0.977810851,0.057551249,0.02,0.417105704,0.000465834,0.001213579,0.345680199,0.235534683,0.154097111,0.065628362,-371.8015561,0.04111151
1,0.319874067,0.311404103,51.65030962,1.687375624,5.651629157,1.6133,0.2511167,0.980781612,0.80100285,0.968182466,0.811117027,0.02,0.537008537,0.004006998,0.000458064,0.013524375,0.445002026,0.003889894,0.033648978,-371.8882201,0.162358936
9,0.25546313,0.315678956,59.19699857,11.63729024,1.84499242,0.8406,0.195730942,0.842965299,0.755039539,0.993338286,0.396893621,0.02,0.268780647,0.014595708,0.000986715,0.091440091,0.624196839,0.064064077,0.11225651,-371.9785941,0.158339063
9,0.402840221,0.26706475,47.73795823,18.90859075,3.127465209,0.8406,0.302853664,0.780351609,0.812869826,0.995494796,0.256857385,0.02,0.418127277,0.026717312,0.000649107,0.051651919,0.502854385,0.052292553,0.01845191,-371.978627,0.134201434
5,0.229928517,0.357647171,33.38278344,35.36691465,6.134247317,2.589,3.336657272,0.876955673,0.265984834,0.970682773,0.062566892,0.02,0.002853296,0.004446864,0.000454191,0.000661471,0.991584179,1.133500179,1.025341669,-372.007194,0.156281385
10,0.325546347,0.368639947,18.16374071,6.090031939,3.821312075,0.9583,0.397707203,0.998973511,0.665948026,0.940155582,0.026041839,0.02,0.217185973,0.008889318,0.000469051,0.351875246,0.421580412,0.023931699,0.052000451,-372.0233737,0.105770495
18,0.275673676,0.377898235,50.37459536,3.349655125,2.093191414,0.3173,0.011238726,0.607611963,0.899822826,0.961747811,0.903546885,0.02,0.57349699,0.002389395,0.001183339,0.003463827,0.419466449,0.02953778,0.04221974,-372.0255834,0.151106569
9,0.207242221,0.392894978,60.76711607,4.743736026,4.743042717,0.8406,0.014020925,0.973676162,0.661294065,0.962138241,0.762928951,0.02,0.471806137,0.002113693,0.000312309,0.007729118,0.518038743,0.02844816,0.063167186,-372.1497849,0.276859434
22,0.307041261,0.343139615,36.59296336,6.351517816,8.415665178,1.3623,0.134171849,0.959381453,0.703407944,0.961723035,0.865198075,0.02,0.107453857,0.004963311,0.000998991,0.884435338,0.002148503,0.065479385,0.06293629,-372.1610844,0.357656282
25,0.285361955,0.287235386,25.32508274,14.88829565,22.11668618,0.868,0.181864015,0.954444253,0.849060615,0.98044922,0.1163008,0.02,0.288782861,0.000649229,0.00099815,0.069800244,0.639769516,0.08273603,0.027691107,-372.1801632,0.30618513
3,0.341933735,0.3870195,15.13969576,6.568590072,15.08284586,0.4902,0.065792246,0.926632361,0.748658812,0.683883832,0.979436612,0.02,0.649092163,0.029858718,0.000800903,0.019687168,0.300561049,0.016104389,0.011265873,-372.2621333,0.123158932
5,0.250472367,0.297733861,40.87031866,39.17136781,7.041129906,2.589,3.166693385,0.807951122,0.265550657,0.929037117,0.056977314,0.02,0.030802388,0.006853994,0.000890863,0.000193981,0.961258774,0.58645553,0.202288432,-372.4094309,0.196356392
18,0.35919751,0.365483447,51.04012703,2.180087836,2.717074919,0.3173,0.006448372,0.706945289,0.845303839,0.947433794,0.994025288,0.02,0.643689426,0.004019624,0.001445044,0.000729463,0.350116443,0.095147417,0.007913178,-372.6687246,0.16891506
22,0.274827251,0.330968372,39.51817487,8.273490155,16.12271511,1.3623,0.318671178,0.874570173,0.886906008,0.949664901,0.402070065,0.02,0.206884816,0.003657481,0.000220678,0.789072068,0.000164958,0.101221962,0.088068868,-372.8401462,0.232969135
11,0.239000982,0.337082845,35.28663182,40.3671618,7.024890453,2.3133,2.719480874,0.80353788,0.309922965,0.987583111,0.260911345,0.02,0.02519982,0.067047595,0.000599218,0.001148536,0.906004831,0.429687143,0.279793771,-372.8630021,0.165964767
19,0.679057423,0.035089014,52.81159423,1.266225727,4.413233659,0.7475,0.006455161,0.963545021,0.673663148,0.955298076,0.979010364,0.02,0.45053091,0.001230176,0.001942145,0.545949997,0.000346772,0.101517997,0.05789812,-372.8688063,0.018781619
14,0.227112838,0.344358187,26.4742189,55.52687897,14.0846953,2.7308,3.575137632,0.883447854,0.28571113,0.848206432,0.247811632,0.02,0.03160352,0.000125677,0.000718615,0.013553876,0.953998312,0.617674377,0.063446441,-372.8739479,0.22175993
1,0.314774624,0.285640534,44.0623288,1.988024041,6.388215036,1.6133,0.253787122,0.909717412,0.726940892,0.985059778,0.803001539,0.02,0.608481201,0.006783648,0.000765253,0.008155624,0.375814274,0.002306251,0.047670711,-372.9390718,0.246183971
16,0.518790252,0.199411091,33.58710046,4.971245079,13.20282837,0.3246,0.006954275,0.822563504,0.761799025,0.8190533,0.613069975,0.02,0.469733537,0.018108845,0.001513691,0.483240048,0.027403878,0.169838997,0.129976949,-372.9717125,0.072657833
22,0.255059046,0.357623635,27.13319527,12.10294544,14.90332055,1.3623,0.16065062,0.89512571,0.577023156,0.958345003,0.966380461,0.02,0.044637518,0.005833442,0.000348354,0.947992874,0.001187812,0.077250899,0.091957119,-373.0487778,0.172679005
2,0.258296408,0.300715995,33.77833497,74.46099186,2.419372428,2.2617,17.18884483,0.873459198,0.186162938,0.871069084,0.925406603,0.02,0.544532763,0.133118758,0.000370339,0.025896827,0.296081313,0.05974203,0.011103151,-373.1394455,0.583334783
1,0.304441858,0.278474533,62.42806459,1.419603474,3.719411242,1.6133,0.344598313,0.791382922,0.709440083,0.901466241,0.925090063,0.02,0.495725394,0.017454616,0.001232119,0.396315115,0.089272757,0.006356439,0.00946721,-373.2488511,0.317625514
21,0.390046726,0.275605586,36.0484063,32.33042691,3.302955845,2.9926,3.621377943,0.978650215,0.121014032,0.963918274,0.527896712,0.02,0.001812592,0.011377334,0.000772599,0.007882807,0.978154668,0.418944436,0.38443756,-373.2632093,0.144828595
5,0.348129223,0.286641499,31.77429928,42.15759185,8.927486483,2.589,3.869179834,0.96869543,0.343880504,0.6064057,0.002926144,0.02,0.00876272,0.042329728,0.000556583,9.44E-05,0.948256564,0.049320718,0.304511931,-373.486595,0.158889602
1,0.345113821,0.297998951,58.16336796,1.555082485,1.823305466,1.6133,0.217269442,0.88261287,0.871890854,0.922101761,0.955167064,0.02,0.438532757,0.005652276,0.000191955,0.006187702,0.549435309,0.031544366,0.047700388,-373.7784648,0.402760692
3,0.329686705,0.387840283,16.18468599,3.78125999,8.206403118,0.4902,0.082288031,0.888847082,0.759812929,0.654071045,0.982778886,0.02,0.58422349,0.026291822,0.001474225,0.360406554,0.027603908,0.013927918,0.098585492,-373.8116262,0.325258705
24,0.309667002,0.321556884,44.10975619,21.19502792,2.547983989,2.4334,2.383119566,0.941318492,0.291843957,0.922912439,0.385896593,0.02,0.01439009,0.008666926,0.000923982,0.000351115,0.975667887,1.523978486,0.342802599,-373.9428777,0.126710237
8,0.274428149,0.311389698,70.22332989,48.99973339,4.230516449,2.6045,5.393065047,0.703660368,0.174204878,0.841176846,0.711804652,0.02,0.009837332,0.000554208,0.001045201,0.001060558,0.987502701,0.959813214,1.135475282,-373.9561678,0.209359507
26,0.632312682,0.089899145,39.31357137,4.661881831,16.50239703,0.6857,0.083818758,0.991549395,0.734313252,0.987545553,0.091244978,0.02,0.513242993,0.002046357,0.005770911,0.470419572,0.008520166,0.099967197,0.502914312,-374.0800356,0.026604868
22,0.317765718,0.330355411,33.83090769,2.729831094,9.843869868,1.3623,0.334462879,0.935012511,0.747884591,0.945804901,0.159092027,0.02,0.373597009,0.000945225,0.001505049,0.62384911,0.000103607,0.028576927,0.116788672,-374.1198757,0.253748956
18,0.537253594,0.195933636,41.68194237,2.333838383,2.250089119,0.3173,0.00301978,0.758779689,0.849622404,0.899734707,0.310079184,0.02,0.540531466,0.009904166,0.00290676,0.001354171,0.445303438,0.216229304,0.282634923,-374.1660866,0.057182558
12,0.241095565,0.367137238,36.24661655,32.37090736,5.953597637,2.6542,3.458823542,0.899859848,0.331850853,0.984370044,0.242342808,0.02,0.03278192,0.041247712,0.00042113,0.065371891,0.860177346,0.179060053,0.115712948,-374.1863943,0.216962418
21,0.271306657,0.346188407,44.03618064,21.28327081,4.474747757,2.9926,2.241394554,0.962641283,0.351768723,0.962972125,0.730740859,0.02,0.009609802,0.00952494,0.000685637,0.003024638,0.977154984,0.513624302,1.701577335,-374.2316321,0.303028662
16,0.582198062,0.145297287,36.328661,3.007372374,26.27927304,0.3246,0.00624491,0.932246516,0.659933743,0.855031763,0.91330353,0.02,0.680646849,0.004590026,0.003770774,0.061129617,0.249862734,0.15089362,0.26721344,-374.2350279,0.071096688
3,0.424036603,0.348483021,14.401781,8.130503812,14.54478695,0.4902,0.067742729,0.837297217,0.832543762,0.787825073,0.997024712,0.02,0.658658357,0.044833047,0.004148314,0.008043239,0.284317044,0.011988894,0.012669611,-374.3519156,0.114456418
22,0.328868941,0.341590176,36.03746747,8.434315802,14.51680632,1.3623,0.368798246,0.94777759,0.883385551,0.958927036,0.337864782,0.02,0.01030584,0.003963188,0.000926073,0.984565194,0.000239706,0.031436774,0.270729579,-374.3695159,0.235402897
20,0.155959668,0.303731769,52.03072666,1.329771202,1.290140623,2.4946,0.769143629,0.957597327,0.595779812,0.455847307,0.014613539,0.02,0.037637862,0.011106273,0.000701741,0.942676574,0.007877549,0.065808417,0.067491875,-374.4317993,0.517015599
1,0.345861642,0.315165974,58.70862271,2.343008462,6.91037866,1.6133,0.20585607,0.989603222,0.708036439,0.973549161,0.806961891,0.02,0.437119254,0.050518815,0.000842742,0.000136949,0.51138224,0.004187537,0.03148504,-374.4390713,0.103422177
14,0.346411455,0.328668249,28.12450217,30.70980188,5.932315749,2.7308,2.761054079,0.784489523,0.33769034,0.930881593,0.354923765,0.02,0.022478802,0.024278333,0.000798775,0.013097365,0.939346725,0.434769786,0.753790791,-374.5579949,0.283106502
27,0.296481157,0.340930528,14.84992589,2.79203752,2.579194102,1.6987,0.430879368,0.908429445,0.538293801,0.885476334,0.659514212,0.02,0.145067545,0.000789439,0.000870478,0.852219883,0.001052655,0.184457114,0.108728693,-374.5791721,0.16473262
5,0.209446165,0.33237163,29.54495218,34.94312607,6.564116885,2.589,5.914438317,0.944195756,0.384171142,0.424921448,0.188529015,0.02,0.068504192,0.076840008,0.000153225,0.000909229,0.853593346,0.153595114,0.691866684,-374.7222905,0.208427161
17,0.308398809,0.345522004,19.04232012,30.51997322,2.662374297,1.8749,2.828986607,0.905784596,0.341908471,0.906751841,0.708428469,0.02,0.243619206,0.190812792,0.000115115,0.003207982,0.562244905,0.140490117,0.075202964,-374.7805735,0.109126229
8,0.179866093,0.386019441,57.52839347,47.33417047,5.683372717,2.6045,4.140474036,0.788245245,0.227639271,0.800126615,0.709973608,0.02,0.087338308,0.033615955,0.000182316,0.008456554,0.870406867,0.133142109,0.146845447,-374.8242032,0.153067298
21,0.264766092,0.363741386,41.88117996,21.78725481,3.332355693,2.9926,2.908484097,0.960178188,0.303273609,0.855410229,0.936947451,0.02,0.025953492,0.000580447,0.000630649,0.003896182,0.968939229,0.173499632,0.077995432,-374.8278486,0.133882201
21,0.257210945,0.375859205,37.03215407,23.98092249,6.325936092,2.9926,2.965183893,0.871365021,0.304447572,0.93184877,0.452136991,0.02,0.00496645,0.004743496,0.000877054,0.018253582,0.971159418,0.57802418,1.05278149,-374.9581752,0.227932679
17,0.313932825,0.380524285,21.13428297,34.92629268,8.652423117,1.8749,1.437703167,0.971156929,0.528617375,0.995549058,0.556052238,0.02,0.322108126,0.079194525,0.000464904,0.000480573,0.597751871,0.090989006,0.047939438,-374.9899364,0.249247678
1,0.280045487,0.326768519,50.88245206,2.014555239,2.406676767,1.6133,0.230391652,0.861289974,0.619820922,0.973319554,0.982823184,0.02,0.636601328,0.054853197,0.00049515,0.009152912,0.298897412,0.008038169,0.033163536,-375.0280481,0.183930828
5,0.195441781,0.341477069,39.57662515,34.99627417,11.54020243,2.589,3.312121484,0.85248963,0.46536796,0.820182799,0.007838709,0.02,0.108674899,0.124260113,0.001075653,0.001078715,0.76491062,0.156081927,0.055998743,-375.0712575,0.243468681
1,0.228166443,0.372518546,64.40170243,2.373380013,9.985551605,1.6133,0.19625347,0.910814609,0.641138812,0.954733634,0.988574962,0.02,0.587740982,0.007084429,0.000806701,0.000305013,0.404062874,0.00803632,0.053100694,-375.1136298,0.248378537
1,0.185562842,0.314058285,59.55324962,6.615044304,6.430786668,1.6133,0.422934211,0.881587755,0.779815128,0.899427426,0.869979182,0.02,0.474064346,0.05545255,0.000349673,0.011606827,0.458526604,0.019793783,0.034229477,-375.1959316,0.257400315
17,0.316758372,0.364009577,22.84650549,29.36320593,5.235172843,1.8749,1.753215375,0.963043544,0.452462922,0.92221491,0.537704755,0.02,0.182914018,0.022447992,0.000341092,0.017558245,0.776738653,0.205534497,0.024033352,-375.2083157,0.141100679
1,0.258234673,0.342398206,48.92370304,3.863862869,3.323687222,1.6133,0.248685142,0.94734728,0.825147703,0.974101883,0.986134737,0.02,0.338431357,0.004790156,0.001672832,0.001897172,0.653208483,0.03974205,0.076403256,-375.2201827,0.319043187
1,0.43374281,0.270769825,58.00044381,2.94995642,5.898332003,1.6133,0.218593342,0.953949308,0.680751255,0.96627627,0.971655912,0.02,0.459725524,0.002274803,0.000583783,0.021755945,0.515659944,0.01935183,0.073690064,-375.2389514,0.069951727
1,0.195842862,0.341141748,61.33114562,3.830914503,2.740789393,1.6133,0.265450503,0.887319973,0.825141712,0.981866784,0.928649126,0.02,0.24802051,0.019149607,0.000271903,0.001893391,0.730664589,0.018729208,0.064801565,-375.2665509,0.42070968
2,0.204598254,0.336996403,33.51712755,2.596490327,10.36556177,2.2617,0.354333882,0.975603817,0.766019989,0.991238759,0.983882752,0.02,0.242397097,0.000103844,5.07E-06,0.739772764,0.017721224,0.179068462,0.045982784,-375.2686282,0.649924333
16,0.422910385,0.28070011,28.6691961,9.115412513,10.77741716,0.3246,0.03331625,0.963193739,0.846314324,0.604732064,0.501405446,0.02,0.114401791,0.000397206,0.002782626,0.841636466,0.04078191,0.164512396,0.254316037,-375.2761733,0.074924384
16,0.44868641,0.286101981,31.35012722,3.745944098,3.703584756,0.3246,0.035350602,0.856728608,0.80747236,0.516970349,0.930673866,0.02,0.074585407,0.00463824,0.001933249,0.896522972,0.022320133,0.05687577,0.344692983,-375.358879,0.104156304
5,0.314417933,0.343131746,31.26179404,34.9098936,11.40876835,2.589,4.089186378,0.891268245,0.330099117,0.536211256,0.052944503,0.02,0.016502262,0.055266161,0.000752328,0.000169107,0.927310142,0.420131303,0.560759445,-375.3785796,0.059167358
27,0.354167876,0.422002721,13.16994839,5.644312965,3.839026823,1.6987,0.65465179,0.863524109,0.541917679,0.958608148,0.629707199,0.02,0.049758074,0.012374339,0.000809898,0.927089324,0.009968365,0.251547249,0.025491361,-375.3837545,0.262542607
11,0.225558017,0.374483262,25.87325646,22.1204331,4.946688537,2.3133,2.206137323,0.78437474,0.487136764,0.936991633,0.441787563,0.02,0.044916096,0.048080882,0.000436136,0.036247953,0.870318934,0.617895097,0.201781995,-375.3861126,0.196148769
27,0.247735271,0.445655987,14.93041782,9.397801663,5.10417275,1.6987,0.930339659,0.907258886,0.736942257,0.979946463,0.567198466,0.02,0.177117746,0.012131962,0.000790819,0.476364064,0.333595409,0.150005091,0.039898,-375.493007,0.239528527
24,0.318305694,0.292789964,40.99385488,40.460042,9.941690415,2.4334,2.859802175,0.885371267,0.276933855,0.62429003,0.433525707,0.02,0.007123213,0.099409028,0.000813272,0.007242132,0.885412355,0.254389473,0.808776334,-375.5467615,0.291950858
17,0.238838152,0.362380946,20.65261377,17.92035587,3.084031607,1.8749,1.355563664,0.996984862,0.477132739,0.96445364,0.967644117,0.02,0.297081333,0.013535914,0.000438782,0.012549751,0.676394221,0.182377724,0.050038812,-375.6473081,0.16460892
17,0.232045679,0.352090152,24.99024136,21.26731461,3.096748366,1.8749,2.02870416,0.924474928,0.455402273,0.945314296,0.594823928,0.02,0.206815396,0.002576374,0.000214209,0.002468681,0.78792534,0.057094132,0.016307933,-375.7576838,0.263543648
12,0.328978449,0.372038144,26.85044012,26.50707711,5.462078279,2.6542,2.180753315,0.927927335,0.334557695,0.860919812,0.544564861,0.02,0.026333478,0.131232701,0.000204309,0.002904152,0.83932536,0.17528165,0.625521069,-375.8483874,0.214367225
27,0.310531128,0.422887633,13.23229953,3.483750911,3.10911034,1.6987,1.016873562,0.865060671,0.56993464,0.966804262,0.209140142,0.02,0.423913337,0.017370583,0.001630895,0.525601643,0.031483541,0.021325383,0.018116103,-375.8612389,0.284803379
27,0.36107627,0.380443227,15.05699091,7.033385143,2.966136618,1.6987,1.79799051,0.953032853,0.586737635,0.97784825,0.296269892,0.02,0.100133495,0.000999065,0.000115138,0.895644006,0.003108296,0.046375843,0.116997952,-375.8724818,0.153683005
14,0.285978314,0.318913835,26.01946452,41.45869872,13.24349581,2.7308,3.203902402,0.859737592,0.263437543,0.72244401,0.063624872,0.02,0.006594249,0.003619482,0.000491112,0.003965946,0.98532921,0.094934669,1.262976832,-375.895293,0.178959304
5,0.348064247,0.271697882,30.78723986,21.01428185,5.168186467,2.589,2.370992602,0.946228011,0.313280914,0.787066493,0.054182147,0.02,0.007358177,0.026892756,0.000299263,0.000296611,0.965153192,3.479048242,0.03871376,-376.2556193,0.328170508
5,0.241091531,0.398780927,40.23324216,48.28771982,20.55968142,2.589,2.912728197,0.904070661,0.439091607,0.647229987,0.139413604,0.02,0.015562483,0.1522089,0.000838006,0.001490264,0.829900348,0.223478054,0.352882884,-376.2714089,0.332088892
12,0.310990826,0.335597212,34.46692992,19.57812061,4.096845188,2.6542,2.36624522,0.753426899,0.334093547,0.978101511,0.680383813,0.02,0.017795159,0.237800623,0.000591077,0.003083621,0.740729521,0.234886502,0.219972588,-376.5887412,0.22804072
21,0.365377718,0.327059897,38.47090854,37.34390405,7.224387362,2.9926,2.966778963,0.986279854,0.138315319,0.845860125,0.606294404,0.02,0.004931704,0.007331992,0.002024095,0.013452737,0.972259472,0.562822396,2.201478479,-376.5999536,0.141242635
27,0.269151693,0.404409685,16.96335879,4.048570724,3.634513109,1.6987,0.945936383,0.839159662,0.557726186,0.945223711,0.332738965,0.02,0.142408025,0.002620346,0.001261493,0.847263112,0.006447023,0.252232955,0.034434011,-376.6770332,0.235801212
8,0.247296152,0.324570183,70.45158047,28.5233066,3.684934075,2.6045,3.497551204,0.65412126,0.303746014,0.680040284,0.92493395,0.02,0.049485211,0.392339157,0.000534333,0.050064139,0.50757716,0.321625072,0.136600762,-376.7361396,0.305237753
