Fecha;Nuquí sur CHIRPS;Nuquí sur TRMM;Nuquí centro CHIRPS;Nuquí centro TRMM;Nuquí norte CHIRPS;Nuquí norte TRMM;Bahía Solano sur CHIRPS;Bahía Solano sur TRMM;Bahía Solano centro CHIRPS;Bahía Solano centro TRMM;Bahía Solano norte CHIRPS;Bahía Solano norte TRMM
21/05/2004;5,99;1,83;0,00;9,08;14,18;0,00;10,89;2,24;13,06;0,54;12,16;0,00
22/05/2004;11,99;14,78;25,26;8,67;28,37;1,22;21,78;1,34;26,13;1,41;0,00;13,43
23/05/2004;0,00;34,07;0,00;6,33;14,18;18,90;10,89;45,46;0,00;37,09;24,33;12,62
24/05/2004;0,00;0,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
25/05/2004;29,96;40,98;25,26;32,64;28,37;21,08;32,68;16,44;26,13;10,48;24,33;26,46
26/05/2004;27,41;0,00;37,84;0,00;39,68;1,29;29,54;0,47;44,40;12,02;46,41;36,93
27/05/2004;27,41;8,56;37,84;4,54;0,00;3,92;0,00;0,51;0,00;0,00;15,47;7,34
28/05/2004;82,23;129,48;75,68;52,26;59,53;36,92;44,31;28,63;29,60;50,64;15,47;23,82
29/05/2004;0,00;4,81;0,00;0,00;39,68;1,81;29,54;0,59;0,00;0,37;0,00;7,61
30/05/2004;0,00;2,60;0,00;3,42;39,68;2,37;14,77;3,11;14,80;0,50;15,47;0,00
31/05/2004;13,71;1,57;18,92;0,82;0,00;1,70;29,54;0,00;29,60;19,79;30,94;20,50
01/06/2004;35,48;68,51;44,37;91,63;39,97;79,48;34,34;82,57;27,11;66,70;25,91;74,88
02/06/2004;0,00;0,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03/06/2004;20,27;29,67;12,68;76,89;13,32;43,55;5,72;2,30;5,42;0,00;5,18;2,78
04/06/2004;20,27;5,05;31,70;3,48;33,31;3,63;28,62;3,90;27,11;7,40;31,09;5,54
05/06/2004;30,41;84,66;38,03;53,03;46,63;47,80;40,06;52,98;37,95;55,22;31,09;43,78
06/06/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07/06/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03
08/06/2004;8,34;3,76;0,00;8,71;0,00;8,24;12,76;2,99;5,01;0,62;11,99;8,92
09/06/2004;41,72;26,43;74,19;30,22;61,19;26,19;31,90;25,27;25,07;21,83;17,98;14,16
10/06/2004;0,00;0,00;0,00;0,00;12,24;0,00;0,00;1,45;0,00;0,00;0,00;6,37
11/06/2004;0,00;0,63;7,28;0,08;8,39;0,92;8,76;0,97;0,00;0,00;0,00;0,00
12/06/2004;0,00;0,95;0,00;0,00;8,39;2,27;0,00;1,51;0,00;0,00;11,56;1,99
13/06/2004;9,47;0,86;14,57;0,00;16,79;0,49;8,76;0,00;0,00;0,00;0,00;0,18
14/06/2004;23,68;59,83;29,13;24,66;41,96;12,31;43,81;26,09;52,11;15,75;34,67;21,25
15/06/2004;9,47;0,00;7,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16/06/2004;0,00;0,00;7,03;0,96;7,52;1,97;16,16;0,91;10,58;7,61;13,66;5,03
17/06/2004;31,68;22,84;42,15;26,88;37,59;37,78;32,31;48,91;31,75;41,68;22,76;31,95
18/06/2004;0,00;0,00;0,00;0,00;0,00;0,00;5,39;0,00;0,00;0,00;0,00;0,00
19/06/2004;22,63;94,09;28,10;40,84;30,07;35,83;21,54;61,40;21,17;98,58;27,32;129,72
20/06/2004;13,58;17,53;21,08;5,48;37,59;10,00;37,70;30,36;26,46;22,98;31,87;25,09
21/06/2004;0,00;0,56;7,44;0,00;13,51;0,00;6,76;0,00;18,02;0,00;22,38;0,49
22/06/2004;5,06;1,71;0,00;3,18;0,00;1,54;0,00;0,00;0,00;0,00;0,00;0,00
23/06/2004;5,06;4,64;7,44;8,05;6,75;3,18;6,76;0,00;0,00;0,00;0,00;0,00
24/06/2004;20,22;39,86;37,20;23,65;33,77;68,65;33,82;41,91;30,04;11,24;33,57;17,15
25/06/2004;10,11;0,37;14,88;1,26;13,51;13,21;20,29;9,65;12,02;5,99;11,19;1,08
26/06/2004;9,01;0,00;0,00;0,18;0,00;0,00;0,00;0,00;9,49;0,00;10,83;0,00
27/06/2004;18,02;10,95;0,00;5,60;0,00;4,23;0,00;1,96;9,49;0,00;0,00;0,49
28/06/2004;27,03;32,62;43,23;22,82;46,64;24,52;47,76;18,24;37,95;36,05;43,34;29,73
29/06/2004;36,04;32,73;57,64;41,35;46,64;45,31;35,82;57,67;28,46;56,61;32,50;34,76
30/06/2004;18,02;4,64;14,41;5,30;15,55;7,19;11,94;0,60;18,98;6,64;21,67;10,78
01/07/2004;0,00;0,00;8,29;2,64;0,00;5,03;4,83;6,63;8,34;2,16;6,31;1,23
02/07/2004;21,90;27,90;24,86;30,68;26,29;17,18;9,66;20,46;5,56;16,24;3,16;5,20
03/07/2004;51,10;130,96;58,00;138,37;61,33;100,38;33,79;78,36;22,24;44,74;22,09;40,98
04/07/2004;7,30;4,61;0,00;20,73;0,00;46,74;0,00;7,45;0,00;0,00;0,00;4,06
05/07/2004;0,00;0,00;0,00;0,00;0,00;0,00;14,48;0,00;11,12;7,27;12,62;10,23
06/07/2004;20,57;4,61;26,49;12,05;25,07;4,28;13,74;3,08;8,80;9,39;9,33;43,71
07/07/2004;10,28;13,71;26,49;21,59;16,72;18,73;13,74;15,24;13,20;18,82;9,33;7,26
08/07/2004;10,28;5,12;8,83;3,70;8,36;2,10;6,87;1,71;8,80;3,74;4,66;5,90
09/07/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,40;0,00;4,66;0,00
10/07/2004;30,85;46,88;26,49;8,32;41,79;21,49;34,34;40,01;22,00;11,88;18,65;13,19
11/07/2004;21,27;0,00;8,45;0,00;6,45;0,00;0,00;0,00;18,35;0,00;22,28;0,00
12/07/2004;63,80;103,08;42,23;83,05;32,27;34,04;32,93;43,91;36,70;32,53;22,28;21,86
13/07/2004;0,00;1,00;0,00;0,12;6,45;1,67;6,59;0,64;9,17;0,00;0,00;1,00
14/07/2004;42,53;39,03;33,79;23,52;6,45;22,12;13,17;0,17;0,00;0,04;14,86;8,40
15/07/2004;0,00;0,06;8,45;0,00;12,91;0,00;13,17;3,30;9,17;4,65;7,43;6,36
16/07/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,73;0,00;0,00;0,00;0,00
17/07/2004;18,02;18,83;23,89;3,47;20,45;12,81;16,73;30,81;7,65;56,33;5,58;15,93
18/07/2004;18,02;32,68;11,95;0,41;10,23;0,00;8,36;0,00;7,65;0,00;5,58;2,73
19/07/2004;36,03;22,73;35,84;26,03;20,45;23,27;16,73;27,30;15,29;15,54;16,73;5,80
20/07/2004;36,03;18,09;11,95;20,14;10,23;14,08;8,36;9,37;15,29;6,98;11,15;7,33
21/07/2004;36,78;4,81;38,78;16,70;17,63;17,29;24,26;23,75;16,16;16,49;14,19;19,79
22/07/2004;9,19;10,33;9,70;46,68;8,81;5,98;6,07;8,22;5,39;6,98;7,09;0,33
23/07/2004;18,39;16,24;9,70;37,79;17,63;118,33;6,07;23,84;0,00;13,92;7,09;33,72
24/07/2004;45,97;12,63;29,09;9,74;35,25;3,99;12,13;5,61;21,54;2,12;10,64;4,53
25/07/2004;9,19;4,75;29,09;19,84;17,63;4,94;12,13;5,31;0,00;5,98;3,55;0,00
26/07/2004;0,00;0,63;0,00;0,00;0,00;0,00;7,30;8,43;5,16;11,51;4,54;5,93
27/07/2004;48,07;42,07;59,09;19,40;36,73;22,90;29,18;25,51;25,80;18,69;18,14;39,52
28/07/2004;16,02;0,00;29,55;9,12;0,00;3,16;0,00;5,73;5,16;2,58;4,54;1,30
29/07/2004;0,00;21,02;0,00;6,01;18,37;1,95;7,30;0,98;5,16;37,01;0,00;2,73
30/07/2004;32,05;0,63;29,55;2,49;18,37;2,70;7,30;0,43;10,32;0,00;13,61;0,00
31/07/2004;32,05;54,16;0,00;0,00;0,00;0,06;0,00;0,43;10,32;2,12;9,07;16,96
01/08/2004;8,42;0,00;8,14;0,00;9,98;0,00;7,26;0,00;0,00;0,00;0,00;0,00
02/08/2004;33,68;27,50;32,55;56,00;19,96;51,68;14,52;27,14;14,00;26,78;22,12;40,04
03/08/2004;42,09;38,04;48,82;7,68;39,92;134,74;36,30;37,69;35,00;63,53;36,87;66,36
04/08/2004;42,09;7,04;24,41;10,50;29,94;38,92;29,04;167,00;35,00;170,33;29,49;88,63
05/08/2004;42,09;24,44;32,55;18,34;29,94;6,57;36,30;4,85;41,99;6,06;51,61;50,12
06/08/2004;0,00;8,15;0,00;1,76;0,00;2,65;0,00;1,70;5,74;1,62;0,00;2,56
07/08/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,22;0,00;0,00
08/08/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09/08/2004;39,79;68,66;40,31;66,19;41,03;31,70;29,85;42,43;11,49;25,60;16,11;23,01
10/08/2004;19,90;37,47;26,87;6,95;27,35;11,99;19,90;11,71;17,23;12,02;16,11;32,88
11/08/2004;0,00;0,00;0,00;0,00;0,00;5,13;18,34;11,43;17,47;26,03;12,79;14,97
12/08/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,37;0,28;3,20;0,05
13/08/2004;0,00;0,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,60
14/08/2004;52,40;81,24;57,49;44,81;62,88;34,95;36,67;43,88;26,20;63,00;19,19;44,23
15/08/2004;52,40;41,51;57,49;65,08;41,92;43,28;24,45;31,14;17,47;23,73;19,19;21,63
16/08/2004;0,00;5,67;0,00;0,00;16,21;0,00;0,00;0,00;0,00;0,00;8,82;0,00
17/08/2004;0,00;26,64;0,00;0,00;32,43;0,15;24,81;4,14;38,83;17,33;26,47;37,24
18/08/2004;46,73;9,06;66,29;8,29;48,64;17,56;37,21;22,65;29,13;27,34;26,47;13,58
19/08/2004;0,00;5,35;0,00;0,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,42
20/08/2004;46,73;32,39;66,29;14,25;48,64;15,44;37,21;23,32;38,83;21,09;35,29;8,53
21/08/2004;16,07;15,62;18,19;30,53;11,88;33,62;13,85;35,57;7,35;11,18;8,28;10,85
22/08/2004;16,07;27,72;27,29;30,70;11,88;2,53;13,85;0,00;22,05;3,42;24,84;17,03
23/08/2004;32,15;151,43;45,48;164,00;59,42;104,39;55,40;50,92;51,46;29,92;66,24;55,92
24/08/2004;24,11;3,01;18,19;42,78;35,65;46,47;20,78;24,31;7,35;21,59;8,28;9,68
25/08/2004;32,15;79,20;36,38;50,01;47,54;39,98;27,70;36,70;29,41;18,02;8,28;3,07
26/08/2004;38,97;67,34;49,22;17,79;35,11;4,89;21,00;7,57;15,59;13,61;0,00;13,67
27/08/2004;0,00;4,41;0,00;10,15;17,56;0,00;0,00;0,00;0,00;0,00;0,00;2,13
28/08/2004;77,94;42,15;65,62;52,52;52,67;80,47;42,00;53,30;31,17;21,00;45,57;28,83
29/08/2004;0,00;3,92;0,00;2,79;0,00;0,00;0,00;0,00;0,00;0,00;9,11;34,96
30/08/2004;0,00;3,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
31/08/2004;25,98;17,88;32,81;28,19;35,11;7,01;31,50;11,11;31,17;27,52;18,23;3,76
01/09/2004;14,92;18,47;14,29;15,25;11,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02/09/2004;14,92;2,88;7,15;0,00;11,83;33,02;10,25;5,92;0,00;1,60;0,00;0,00
03/09/2004;22,38;53,48;35,73;60,86;47,33;184,76;41,02;116,21;49,36;103,25;43,65;64,05
04/09/2004;29,84;23,75;35,73;29,38;35,50;27,12;41,02;23,67;49,36;5,00;34,92;20,68
05/09/2004;29,84;9,92;28,58;3,04;35,50;1,64;41,02;10,04;29,62;6,86;34,92;12,74
06/09/2004;0,00;1,03;0,00;4,22;0,00;0,00;7,70;0,00;7,80;0,31;4,54;0,39
07/09/2004;46,17;141,39;46,52;90,09;66,09;64,52;38,52;55,74;38,99;34,79;18,17;32,81
08/09/2004;30,78;43,25;38,76;71,80;66,09;26,39;38,52;17,11;15,59;20,77;22,71;41,19
09/09/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,09
10/09/2004;7,70;1,06;7,75;7,80;0,00;0,00;7,70;0,00;0,00;0,77;4,54;0,96
11/09/2004;12,03;7,55;17,77;14,81;26,21;9,22;7,40;10,89;8,42;9,02;0,00;3,66
12/09/2004;0,00;0,21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
13/09/2004;12,03;18,47;17,77;6,33;13,10;5,90;14,79;0,00;8,42;1,55;6,43;42,76
14/09/2004;48,11;33,67;35,53;36,83;39,31;23,66;36,98;53,41;25,27;57,17;25,74;14,79
15/09/2004;0,00;0,00;0,00;0,00;0,00;0,00;14,79;0,00;16,85;0,00;12,87;0,00
16/09/2004;7,56;9,85;14,82;12,85;14,36;12,65;14,92;18,05;0,00;3,66;0,00;0,00
17/09/2004;15,13;15,93;14,82;7,45;43,09;9,95;29,84;2,34;19,49;8,45;34,92;27,22
18/09/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
19/09/2004;0,00;5,73;0,00;12,75;14,36;0,00;0,00;0,00;9,74;10,82;0,00;1,31
20/09/2004;7,56;0,00;14,82;0,00;14,36;6,71;14,92;13,67;9,74;17,58;23,28;10,99
21/09/2004;32,87;44,08;32,20;33,84;40,49;24,53;36,51;48,04;28,65;79,38;20,32;21,29
22/09/2004;0,00;0,03;0,00;0,00;11,57;0,00;8,35;0,00;8,19;2,01;7,74;6,02
23/09/2004;0,00;8,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,54;6,02
24/09/2004;32,87;62,47;42,94;2,80;50,62;8,24;29,21;15,07;21,49;11,96;33,86;11,69
25/09/2004;8,22;0,00;10,73;0,29;0,00;0,00;0,00;0,00;0,00;0,67;0,00;2,92
26/09/2004;23,66;7,07;30,29;10,40;42,34;19,76;31,44;38,34;28,54;3,97;26,52;41,71
27/09/2004;0,00;13,94;7,57;4,71;16,94;16,22;15,72;11,83;19,03;0,36;6,63;0,00
28/09/2004;17,74;28,25;15,15;31,09;25,41;12,39;23,58;4,18;9,51;28,35;6,63;18,98
29/09/2004;17,74;10,20;30,29;34,67;33,87;31,35;31,44;62,31;38,05;72,17;46,41;104,84
30/09/2004;23,66;98,69;22,72;51,35;25,41;23,84;7,86;7,26;0,00;1,49;0,00;3,05
01/10/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02/10/2004;10,80;4,81;23,07;0,83;22,25;5,22;14,18;3,63;13,47;11,72;0,00;0,54
03/10/2004;32,40;54,64;38,45;19,42;88,99;13,44;42,53;7,82;40,41;2,62;24,02;18,11
04/10/2004;0,00;0,29;7,69;3,15;0,00;5,27;28,35;5,58;26,94;16,19;40,03;58,68
05/10/2004;21,60;50,65;15,38;29,92;22,25;19,10;0,00;11,03;0,00;0,00;0,00;0,00
06/10/2004;6,06;6,00;0,00;4,13;13,27;5,22;9,19;11,03;0,00;10,50;0,00;8,75
07/10/2004;24,24;32,17;11,72;13,29;13,27;20,50;9,19;16,13;9,90;16,47;9,14;9,09
08/10/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,99
09/10/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10/10/2004;30,30;36,89;46,89;37,63;39,81;30,02;27,56;20,66;29,71;19,09;27,41;18,89
11/10/2004;0,00;13,47;0,00;1,85;0,00;0,00;0,00;0,56;11,21;6,48;10,21;6,81
12/10/2004;24,10;0,90;0,00;0,47;0,00;0,00;0,00;4,61;0,00;0,89;0,00;37,30
13/10/2004;24,10;0,00;25,68;15,37;30,25;6,62;17,43;6,49;0,00;0,84;0,00;2,86
14/10/2004;0,00;13,72;51,36;24,77;60,51;22,82;52,30;39,37;44,82;31,38;30,64;41,90
15/10/2004;0,00;0,86;25,68;0,00;30,25;0,00;0,00;0,00;0,00;0,00;10,21;0,75
16/10/2004;54,83;84,79;53,42;118,94;69,83;72,76;35,61;21,22;28,51;52,82;38,41;18,11
17/10/2004;21,93;58,25;35,61;32,44;17,46;4,25;17,81;9,77;28,51;24,85;0,00;4,56
18/10/2004;0,00;10,06;0,00;3,89;17,46;0,00;0,00;0,00;0,00;0,00;0,00;2,08
19/10/2004;0,00;4,03;17,81;29,61;0,00;13,00;0,00;22,06;0,00;24,51;0,00;14,23
20/10/2004;10,97;17,38;17,81;5,54;34,92;3,58;17,81;13,82;0,00;7,15;0,00;1,67
21/10/2004;46,77;33,73;68,37;15,65;96,34;47,62;70,76;69,60;45,04;52,09;45,91;72,12
22/10/2004;0,00;8,96;0,00;15,10;0,00;14,84;0,00;24,22;7,51;19,37;18,37;14,19
23/10/2004;18,71;20,21;22,79;17,81;32,11;16,97;0,00;28,34;7,51;15,52;0,00;14,60
24/10/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,24
25/10/2004;0,00;0,49;0,00;0,35;0,00;7,06;0,00;1,47;0,00;0,00;0,00;0,20
26/10/2004;14,16;18,36;16,69;22,92;46,32;40,95;39,80;32,81;37,92;16,75;12,18;16,37
27/10/2004;21,24;9,45;16,69;16,83;0,00;12,04;0,00;3,28;0,00;1,95;0,00;3,34
28/10/2004;21,24;10,64;33,39;9,48;69,48;45,83;39,80;39,58;25,28;38,52;24,36;28,42
29/10/2004;0,00;0,00;66,77;4,05;69,48;1,93;26,53;4,89;12,64;14,01;12,18;0,00
30/10/2004;7,08;5,09;0,00;4,88;0,00;2,22;0,00;0,00;0,00;7,82;0,00;0,00
31/10/2004;7,08;0,04;16,69;0,35;23,16;3,63;0,00;1,82;0,00;0,00;0,00;0,00
01/11/2004;0,00;0,00;0,00;0,00;23,14;0,43;22,23;11,37;23,00;25,23;21,49;21,26
02/11/2004;23,59;45,40;66,52;36,46;57,85;23,61;29,65;23,97;11,50;22,27;0,00;32,92
03/11/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
04/11/2004;17,70;23,30;13,30;34,17;11,57;29,55;7,41;9,36;0,00;2,36;7,16;25,51
05/11/2004;5,90;3,34;0,00;2,33;0,00;4,18;0,00;0,00;5,75;4,69;7,16;12,33
06/11/2004;44,98;30,34;44,39;36,73;48,21;38,42;33,67;28,63;26,39;36,21;19,34;9,22
07/11/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,67;28,92
08/11/2004;17,99;8,57;22,19;3,97;32,14;5,94;33,67;15,76;17,60;11,32;4,84;6,73
09/11/2004;0,00;13,72;0,00;8,39;0,00;3,57;0,00;3,57;0,00;3,19;14,51;11,62
10/11/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11/11/2004;31,17;2,17;52,87;0,00;51,23;18,38;47,55;23,51;46,35;25,38;46,09;18,90
12/11/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,98;0,00;0,79;0,00;0,00
13/11/2004;0,00;2,09;0,00;3,07;0,00;0,53;0,00;0,00;0,00;0,00;0,00;0,00
14/11/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15/11/2004;0,00;0,35;0,00;0,00;0,00;0,29;0,00;0,00;0,00;0,00;0,00;0,51
16/11/2004;9,58;14,75;10,13;20,31;16,34;17,88;14,47;12,93;0,00;15,67;0,00;3,37
17/11/2004;19,16;24,72;40,54;29,93;49,02;40,45;36,18;104,99;32,23;91,50;29,87;68,15
18/11/2004;0,00;0,00;0,00;0,76;0,00;1,60;0,00;2,20;0,00;0,00;0,00;0,00
19/11/2004;0,00;0,00;10,13;1,32;8,17;3,76;7,24;3,93;8,06;4,12;9,96;0,51
20/11/2004;9,58;7,67;10,13;12,81;16,34;8,87;0,00;3,32;0,00;1,42;0,00;3,58
21/11/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
22/11/2004;0,00;2,71;0,00;0,00;0,00;0,43;0,00;0,00;0,00;0,00;6,60;0,63
23/11/2004;51,81;168,44;90,56;115,03;56,33;115,32;34,68;144,08;35,12;151,26;32,99;125,31
24/11/2004;0,00;0,00;0,00;0,00;0,00;0,00;6,94;0,00;0,00;0,00;6,60;0,00
25/11/2004;31,09;22,38;45,28;24,41;33,80;14,01;13,87;8,96;17,56;0,71;6,60;4,08
26/11/2004;0,00;2,30;0,00;1,69;0,00;6,77;0,00;1,37;0,00;3,45;0,00;15,87
27/11/2004;0,00;2,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28/11/2004;42,33;35,71;69,49;15,16;67,61;11,22;57,89;27,99;71,34;12,86;32,09;2,57
29/11/2004;10,58;1,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,04;0,00
30/11/2004;0,00;0,00;0,00;0,02;0,00;0,32;0,00;0,00;0,00;0,00;0,00;0,00
01/12/2004;17,81;18,17;25,28;40,64;54,55;93,43;35,16;119,79;25,01;156,61;34,65;38,50
02/12/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,30
03/12/2004;5,94;26,01;8,43;5,07;0,00;9,06;0,00;0,70;0,00;0,00;0,00;0,00
04/12/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
05/12/2004;23,75;118,35;33,71;31,66;21,82;11,81;8,79;0,00;8,34;0,00;0,00;0,00
06/12/2004;30,29;5,37;29,15;0,00;31,72;0,00;41,56;4,58;39,70;15,50;33,64;35,91
07/12/2004;30,29;45,90;43,73;20,21;47,59;17,79;41,56;26,97;29,77;13,30;20,18;28,55
08/12/2004;60,59;106,50;72,89;189,98;79,31;133,51;41,56;91,65;19,85;108,34;26,91;81,59
09/12/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,09;0,00;0,00
10/12/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;44,92
11/12/2004;0,00;10,05;10,17;2,64;32,94;47,28;19,75;37,01;26,63;33,84;16,81;24,72
12/12/2004;0,00;3,98;0,00;5,67;10,98;0,90;9,88;5,45;0,00;0,00;0,00;6,71
13/12/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
14/12/2004;10,52;9,56;30,52;13,11;32,94;33,06;29,63;55,57;17,76;14,16;8,41;0,29
15/12/2004;52,61;59,52;50,87;74,67;43,92;67,44;39,50;41,94;35,51;38,99;42,03;9,36
16/12/2004;38,42;27,57;98,23;3,30;89,79;7,83;80,08;9,40;29,03;4,18;14,61;2,65
17/12/2004;38,42;53,33;32,74;146,75;22,45;128,72;20,02;60,39;87,08;37,33;43,82;92,66
18/12/2004;0,00;0,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
19/12/2004;25,61;15,96;0,00;7,93;44,90;2,04;0,00;0,00;0,00;0,00;0,00;0,00
20/12/2004;0,00;1,68;0,00;0,00;0,00;0,00;0,00;12,24;0,00;5,26;14,61;0,00
21/12/2004;5,77;2,54;23,63;0,00;44,89;0,00;31,49;0,00;0,00;0,00;15,50;2,47
22/12/2004;11,54;4,72;0,00;16,74;44,89;17,22;31,49;63,92;64,76;76,43;31,01;63,93
23/12/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,80;0,00;0,00
24/12/2004;23,08;112,07;47,25;38,49;0,00;6,31;0,00;0,64;0,00;0,00;15,50;0,00
25/12/2004;0,00;5,37;0,00;0,00;0,00;0,00;0,00;4,70;0,00;9,44;0,00;44,21
26/12/2004;29,08;0,00;56,44;0,00;9,45;0,00;7,28;0,00;28,48;0,00;23,17;2,47
27/12/2004;0,00;0,00;0,00;0,00;0,00;0,00;32,91;0,00;0,00;0,00;0,00;0,00
28/12/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
29/12/2004;0,00;0,00;0,00;0,00;44,05;4,36;0,00;0,00;0,00;0,00;0,00;0,00
30/12/2004;0,00;0,00;0,00;3,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
31/12/2004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01/01/2005;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,34;0,00;6,13
02/01/2005;0,00;0,00;0,00;0,00;0,00;1,48;0,00;0,00;0,00;0,00;0,00;0,00
03/01/2005;74,58;18,46;51,84;0,00;48,86;1,19;47,96;0,83;35,99;32,58;18,41;23,19
04/01/2005;0,00;0,00;51,84;33,99;48,86;39,80;47,96;68,26;0,00;7,52;0,00;0,00
05/01/2005;0,00;4,89;51,84;31,27;48,86;9,66;0,00;5,18;0,00;2,24;0,00;0,00
06/01/2005;21,82;30,91;25,62;19,49;31,05;18,24;33,57;19,59;12,88;37,73;0,00;10,02
07/01/2005;0,00;0,00;0,00;3,26;15,52;14,35;16,78;42,11;12,88;13,89;0,00;0,00
08/01/2005;21,82;0,00;25,62;0,00;15,52;3,98;33,57;2,71;25,76;3,15;0,00;4,39
09/01/2005;36,37;105,58;64,04;71,45;77,62;82,59;67,14;104,46;77,29;68,55;60,89;45,39
10/01/2005;0,00;2,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;34,64;20,30;38,93
11/01/2005;7,01;21,65;9,99;31,15;0,00;0,31;0,00;0,00;0,00;0,00;0,00;0,00
12/01/2005;0,00;0,00;0,00;0,00;0,00;2,36;0,00;0,00;0,00;0,00;0,00;0,00
13/01/2005;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,39
14/01/2005;7,01;22,90;9,99;31,52;34,35;53,04;14,62;85,97;12,65;130,73;14,29;97,99
15/01/2005;35,04;38,83;49,97;31,21;51,52;5,97;58,50;9,36;37,96;20,50;57,14;58,23
16/01/2005;37,32;55,09;48,58;44,41;42,93;41,17;25,63;84,36;18,37;86,08;25,01;119,77
17/01/2005;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
18/01/2005;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
19/01/2005;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
20/01/2005;0,00;0,00;0,00;0,51;0,00;3,47;0,00;0,00;0,00;0,00;0,00;0,00
21/01/2005;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
22/01/2005;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
23/01/2005;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
24/01/2005;61,18;4,89;49,16;6,16;12,73;5,03;0,00;2,39;0,00;1,09;2,15;0,00
25/01/2005;0,00;0,00;0,00;0,00;12,73;0,00;11,23;0,00;3,25;0,00;2,15;0,00
26/01/2005;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
